Lands,Land_location,Land_area,Special_location,Soil_type,Utilities_Availability,Pollution,Land_price
Land_430,Sheikh Zayed,1809.0,No,Clay,No,Low,12500009
Land_431,Sheikh Zayed,1810.0,No,Clay,No,Low,12500010
Land_432,Sheikh Zayed,1811.0,No,Clay,No,Low,12500011
Land_433,Sheikh Zayed,1812.0,No,Clay,No,Low,12500012
Land_434,Sheikh Zayed,1813.0,No,Clay,No,Low,12500013
Land_435,Sheikh Zayed,1814.0,No,Clay,No,Low,12500014
Land_436,Sheikh Zayed,1815.0,No,Clay,No,Low,12500015
Land_437,Sheikh Zayed,1816.0,No,Clay,No,Low,12500016
Land_438,Sheikh Zayed,1817.0,No,Clay,No,Low,12500017
Land_439,Sheikh Zayed,1818.0,No,Clay,No,Low,12500018
Land_440,Sheikh Zayed,1819.0,No,Clay,No,Low,12500019
Land_441,Sheikh Zayed,1820.0,No,Clay,No,Low,12500020
Land_442,Sheikh Zayed,1921.0,No,Clay,No,Low,14800000
Land_443,Sheikh Zayed,1922.0,No,Clay,No,Low,14800001
Land_444,Sheikh Zayed,1923.0,No,Clay,No,Low,14800002
Land_445,Sheikh Zayed,1924.0,No,Clay,No,Low,14800003
Land_446,Sheikh Zayed,1925.0,No,Clay,No,Low,14800004
Land_447,Sheikh Zayed,1926.0,No,Clay,No,Low,14800005
Land_448,Sheikh Zayed,1927.0,No,Clay,No,Low,14800006
Land_449,Sheikh Zayed,1928.0,No,Clay,No,Low,14800007
Land_450,Sheikh Zayed,1929.0,No,Clay,No,Low,14800008
Land_451,Sheikh Zayed,1930.0,No,Clay,No,Low,14800009
Land_452,Sheikh Zayed,1931.0,No,Clay,No,Low,14800010
Land_453,Sheikh Zayed,1932.0,No,Clay,No,Low,14800011
Land_454,Sheikh Zayed,1933.0,No,Clay,No,Low,14800012
Land_455,Sheikh Zayed,1934.0,No,Clay,No,Low,14800013
Land_456,Sheikh Zayed,1935.0,No,Clay,No,Low,14800014
Land_457,Sheikh Zayed,1936.0,No,Clay,No,Low,14800015
Land_458,Sheikh Zayed,1937.0,No,Clay,No,Low,14800016
Land_459,Sheikh Zayed,1938.0,No,Clay,No,Low,14800017
Land_460,Sheikh Zayed,1939.0,No,Clay,No,Low,14800018
Land_461,Sheikh Zayed,1940.0,No,Clay,No,Low,14800019
Land_462,Sheikh Zayed,1941.0,No,Clay,No,Low,14800020
Land_463,Sheikh Zayed,6084.0,No,Clay,No,Medium,60840000
Land_464,Sheikh Zayed,6085.0,No,Clay,No,Medium,60840001
Land_465,Sheikh Zayed,6086.0,No,Clay,No,Medium,60840002
Land_466,Sheikh Zayed,6087.0,No,Clay,No,Medium,60840003
Land_467,Sheikh Zayed,6088.0,No,Clay,No,Medium,60840004
Land_468,Sheikh Zayed,6089.0,No,Clay,No,Medium,60840005
Land_469,Sheikh Zayed,6090.0,No,Clay,No,Medium,60840006
Land_470,Sheikh Zayed,6091.0,No,Clay,No,Medium,60840007
Land_471,Sheikh Zayed,6092.0,No,Clay,No,Medium,60840008
Land_472,Sheikh Zayed,6093.0,No,Clay,No,Medium,60840009
Land_473,Sheikh Zayed,6094.0,No,Clay,No,Medium,60840010
Land_474,Sheikh Zayed,6095.0,No,Clay,No,Medium,60840011
Land_475,Sheikh Zayed,6096.0,No,Clay,No,Medium,60840012
Land_476,Sheikh Zayed,6097.0,No,Clay,No,Medium,60840013
Land_477,Sheikh Zayed,6098.0,No,Clay,No,Medium,60840014
Land_478,Sheikh Zayed,6099.0,No,Clay,No,Medium,60840015
Land_479,Sheikh Zayed,6100.0,No,Clay,No,Medium,60840016
Land_480,Sheikh Zayed,6101.0,No,Clay,No,Medium,60840017
Land_481,Sheikh Zayed,6102.0,No,Clay,No,Medium,60840018
Land_482,Sheikh Zayed,6103.0,No,Clay,No,Medium,60840019
Land_483,Sheikh Zayed,6104.0,No,Clay,No,Medium,60840020
Land_484,Sheikh Zayed,18000.0,Yes,Gravel,Yes,Medium,135000000
Land_485,Sheikh Zayed,18001.0,Yes,Gravel,Yes,Medium,135000001
Land_486,Sheikh Zayed,18002.0,Yes,Gravel,Yes,Medium,135000002
Land_487,Sheikh Zayed,18003.0,Yes,Gravel,Yes,Medium,135000003
Land_488,Sheikh Zayed,18004.0,Yes,Gravel,Yes,Medium,135000004
Land_489,Sheikh Zayed,18005.0,Yes,Gravel,Yes,Medium,135000005
Land_490,Sheikh Zayed,18006.0,Yes,Gravel,Yes,Medium,135000006
Land_491,Sheikh Zayed,18007.0,Yes,Gravel,Yes,Medium,135000007
Land_492,Sheikh Zayed,18008.0,Yes,Gravel,Yes,Medium,135000008
Land_493,Sheikh Zayed,18009.0,Yes,Gravel,Yes,Medium,135000009
Land_494,Sheikh Zayed,18010.0,Yes,Gravel,Yes,Medium,135000010
Land_495,Sheikh Zayed,18011.0,Yes,Gravel,Yes,Medium,135000011
Land_496,Sheikh Zayed,18012.0,Yes,Gravel,Yes,Medium,135000012
Land_497,Sheikh Zayed,18013.0,Yes,Gravel,Yes,Medium,135000013
Land_498,Sheikh Zayed,18014.0,Yes,Gravel,Yes,Medium,135000014
Land_499,Sheikh Zayed,18015.0,Yes,Gravel,Yes,Medium,135000015
Land_500,Sheikh Zayed,18016.0,Yes,Gravel,Yes,Medium,135000016
Land_501,Sheikh Zayed,18017.0,Yes,Gravel,Yes,Medium,135000017
Land_502,Sheikh Zayed,18018.0,Yes,Gravel,Yes,Medium,135000018
Land_503,Sheikh Zayed,18019.0,Yes,Gravel,Yes,Medium,135000019
Land_504,Sheikh Zayed,18020.0,Yes,Gravel,Yes,Medium,135000020
Land_505,Sheikh Zayed,267.0,Yes,Loam,Yes,Medium,15300000
Land_506,Sheikh Zayed,268.0,Yes,Loam,Yes,Medium,15300001
Land_507,Sheikh Zayed,269.0,Yes,Loam,Yes,Medium,15300002
Land_508,Sheikh Zayed,270.0,Yes,Loam,Yes,Medium,15300003
Land_509,Sheikh Zayed,271.0,Yes,Loam,Yes,Medium,15300004
Land_510,Sheikh Zayed,272.0,Yes,Loam,Yes,Medium,15300005
Land_511,Sheikh Zayed,273.0,Yes,Loam,Yes,Medium,15300006
Land_512,Sheikh Zayed,274.0,Yes,Loam,Yes,Medium,15300007
Land_513,Sheikh Zayed,275.0,Yes,Loam,Yes,Medium,15300008
Land_514,Sheikh Zayed,276.0,Yes,Loam,Yes,Medium,15300009
Land_515,Sheikh Zayed,277.0,Yes,Loam,Yes,Medium,15300010
Land_516,Sheikh Zayed,278.0,Yes,Loam,Yes,Medium,15300011
Land_517,Sheikh Zayed,279.0,Yes,Loam,Yes,Medium,15300012
Land_518,Sheikh Zayed,280.0,Yes,Loam,Yes,Medium,15300013
Land_519,Sheikh Zayed,281.0,Yes,Loam,Yes,Medium,15300014
Land_520,Sheikh Zayed,282.0,Yes,Loam,Yes,Medium,15300015
Land_521,Sheikh Zayed,283.0,Yes,Loam,Yes,Medium,15300016
Land_522,Sheikh Zayed,284.0,Yes,Loam,Yes,Medium,15300017
Land_523,Sheikh Zayed,285.0,Yes,Loam,Yes,Medium,15300018
Land_524,Sheikh Zayed,286.0,Yes,Loam,Yes,Medium,15300019
Land_525,Sheikh Zayed,287.0,Yes,Loam,Yes,Medium,15300020
Land_526,Sheikh Zayed,105000.0,No,Clay,Yes,Medium,425000000
Land_527,Sheikh Zayed,105001.0,No,Clay,Yes,Medium,425000001
Land_528,Sheikh Zayed,105002.0,No,Clay,Yes,Medium,425000002
Land_529,Sheikh Zayed,105003.0,No,Clay,Yes,Medium,425000003
Land_530,Sheikh Zayed,105004.0,No,Clay,Yes,Medium,425000004
Land_531,Sheikh Zayed,105005.0,No,Clay,Yes,Medium,425000005
Land_532,Sheikh Zayed,105006.0,No,Clay,Yes,Medium,425000006
Land_533,Sheikh Zayed,105007.0,No,Clay,Yes,Medium,425000007
Land_534,Sheikh Zayed,105008.0,No,Clay,Yes,Medium,425000008
Land_535,Sheikh Zayed,105009.0,No,Clay,Yes,Medium,425000009
Land_536,Sheikh Zayed,105010.0,No,Clay,Yes,Medium,425000010
Land_537,Sheikh Zayed,105011.0,No,Clay,Yes,Medium,425000011
Land_538,Sheikh Zayed,105012.0,No,Clay,Yes,Medium,425000012
Land_539,Sheikh Zayed,105013.0,No,Clay,Yes,Medium,425000013
Land_540,Sheikh Zayed,105014.0,No,Clay,Yes,Medium,425000014
Land_541,Sheikh Zayed,105015.0,No,Clay,Yes,Medium,425000015
Land_542,Sheikh Zayed,105016.0,No,Clay,Yes,Medium,425000016
Land_543,Sheikh Zayed,105017.0,No,Clay,Yes,Medium,425000017
Land_544,Sheikh Zayed,105018.0,No,Clay,Yes,Medium,425000018
Land_545,Sheikh Zayed,105019.0,No,Clay,Yes,Medium,425000019
Land_546,Sheikh Zayed,105020.0,No,Clay,Yes,Medium,425000020
Land_547,Sheikh Zayed,105000.0,No,Clay,Yes,Medium,430000000
Land_548,Sheikh Zayed,105001.0,No,Clay,Yes,Medium,430000001
Land_549,Sheikh Zayed,105002.0,No,Clay,Yes,Medium,430000002
Land_550,Sheikh Zayed,105003.0,No,Clay,Yes,Medium,430000003
Land_551,Sheikh Zayed,105004.0,No,Clay,Yes,Medium,430000004
Land_552,Sheikh Zayed,105005.0,No,Clay,Yes,Medium,430000005
Land_553,Sheikh Zayed,105006.0,No,Clay,Yes,Medium,430000006
Land_554,Sheikh Zayed,105007.0,No,Clay,Yes,Medium,430000007
Land_555,Sheikh Zayed,105008.0,No,Clay,Yes,Medium,430000008
Land_556,Sheikh Zayed,105009.0,No,Clay,Yes,Medium,430000009
Land_557,Sheikh Zayed,105010.0,No,Clay,Yes,Medium,430000010
Land_558,Sheikh Zayed,105011.0,No,Clay,Yes,Medium,430000011
Land_559,Sheikh Zayed,105012.0,No,Clay,Yes,Medium,430000012
Land_560,Sheikh Zayed,105013.0,No,Clay,Yes,Medium,430000013
Land_561,Sheikh Zayed,105014.0,No,Clay,Yes,Medium,430000014
Land_562,Sheikh Zayed,105015.0,No,Clay,Yes,Medium,430000015
Land_563,Sheikh Zayed,105016.0,No,Clay,Yes,Medium,430000016
Land_564,Sheikh Zayed,105017.0,No,Clay,Yes,Medium,430000017
Land_565,Sheikh Zayed,105018.0,No,Clay,Yes,Medium,430000018
Land_566,Sheikh Zayed,105019.0,No,Clay,Yes,Medium,430000019
Land_567,Sheikh Zayed,105020.0,No,Clay,Yes,Medium,430000020
Land_568,Sheikh Zayed,46739.0,Yes,Gravel,Yes,Low,-2147483648
Land_569,Sheikh Zayed,46740.0,Yes,Gravel,Yes,Low,-2147483648
Land_570,Sheikh Zayed,46741.0,Yes,Gravel,Yes,Low,-2147483648
Land_571,Sheikh Zayed,46742.0,Yes,Gravel,Yes,Low,-2147483648
Land_572,Sheikh Zayed,46743.0,Yes,Gravel,Yes,Low,-2147483648
Land_573,Sheikh Zayed,46744.0,Yes,Gravel,Yes,Low,-2147483648
Land_574,Sheikh Zayed,46745.0,Yes,Gravel,Yes,Low,-2147483648
Land_575,Sheikh Zayed,46746.0,Yes,Gravel,Yes,Low,-2147483648
Land_576,Sheikh Zayed,46747.0,Yes,Gravel,Yes,Low,-2147483648
Land_577,Sheikh Zayed,46748.0,Yes,Gravel,Yes,Low,-2147483648
Land_578,Sheikh Zayed,46749.0,Yes,Gravel,Yes,Low,-2147483648
Land_579,Sheikh Zayed,46750.0,Yes,Gravel,Yes,Low,-2147483648
Land_580,Sheikh Zayed,46751.0,Yes,Gravel,Yes,Low,-2147483648
Land_581,Sheikh Zayed,46752.0,Yes,Gravel,Yes,Low,-2147483648
Land_582,Sheikh Zayed,46753.0,Yes,Gravel,Yes,Low,-2147483648
Land_583,Sheikh Zayed,46754.0,Yes,Gravel,Yes,Low,-2147483648
Land_584,Sheikh Zayed,46755.0,Yes,Gravel,Yes,Low,-2147483648
Land_585,Sheikh Zayed,46756.0,Yes,Gravel,Yes,Low,-2147483648
Land_586,Sheikh Zayed,46757.0,Yes,Gravel,Yes,Low,-2147483648
Land_587,Sheikh Zayed,46758.0,Yes,Gravel,Yes,Low,-2147483648
Land_588,Sheikh Zayed,46759.0,Yes,Gravel,Yes,Low,-2147483648
Land_589,Sheikh Zayed,20000.0,No,Clay,No,Medium,36000000
Land_590,Sheikh Zayed,20001.0,No,Clay,No,Medium,36000001
Land_591,Sheikh Zayed,20002.0,No,Clay,No,Medium,36000002
Land_592,Sheikh Zayed,20003.0,No,Clay,No,Medium,36000003
Land_593,Sheikh Zayed,20004.0,No,Clay,No,Medium,36000004
Land_594,Sheikh Zayed,20005.0,No,Clay,No,Medium,36000005
Land_595,Sheikh Zayed,20006.0,No,Clay,No,Medium,36000006
Land_596,Sheikh Zayed,20007.0,No,Clay,No,Medium,36000007
Land_597,Sheikh Zayed,20008.0,No,Clay,No,Medium,36000008
Land_598,Sheikh Zayed,20009.0,No,Clay,No,Medium,36000009
Land_599,Sheikh Zayed,20010.0,No,Clay,No,Medium,36000010
Land_600,Sheikh Zayed,20011.0,No,Clay,No,Medium,36000011
Land_601,Sheikh Zayed,20012.0,No,Clay,No,Medium,36000012
Land_602,Sheikh Zayed,20013.0,No,Clay,No,Medium,36000013
Land_603,Sheikh Zayed,20014.0,No,Clay,No,Medium,36000014
Land_604,Sheikh Zayed,20015.0,No,Clay,No,Medium,36000015
Land_605,Sheikh Zayed,20016.0,No,Clay,No,Medium,36000016
Land_606,Sheikh Zayed,20017.0,No,Clay,No,Medium,36000017
Land_607,Sheikh Zayed,20018.0,No,Clay,No,Medium,36000018
Land_608,Sheikh Zayed,20019.0,No,Clay,No,Medium,36000019
Land_609,Sheikh Zayed,20020.0,No,Clay,No,Medium,36000020
Land_610,Sheikh Zayed,1000.0,No,Clay,No,Medium,2800000
Land_611,Sheikh Zayed,1001.0,No,Clay,No,Medium,2800001
Land_612,Sheikh Zayed,1002.0,No,Clay,No,Medium,2800002
Land_613,Sheikh Zayed,1003.0,No,Clay,No,Medium,2800003
Land_614,Sheikh Zayed,1004.0,No,Clay,No,Medium,2800004
Land_615,Sheikh Zayed,1005.0,No,Clay,No,Medium,2800005
Land_616,Sheikh Zayed,1006.0,No,Clay,No,Medium,2800006
Land_617,Sheikh Zayed,1007.0,No,Clay,No,Medium,2800007
Land_618,Sheikh Zayed,1008.0,No,Clay,No,Medium,2800008
Land_619,Sheikh Zayed,1009.0,No,Clay,No,Medium,2800009
Land_620,Sheikh Zayed,1010.0,No,Clay,No,Medium,2800010
Land_621,Sheikh Zayed,1011.0,No,Clay,No,Medium,2800011
Land_622,Sheikh Zayed,1012.0,No,Clay,No,Medium,2800012
Land_623,Sheikh Zayed,1013.0,No,Clay,No,Medium,2800013
Land_624,Sheikh Zayed,1014.0,No,Clay,No,Medium,2800014
Land_625,Sheikh Zayed,1015.0,No,Clay,No,Medium,2800015
Land_626,Sheikh Zayed,1016.0,No,Clay,No,Medium,2800016
Land_627,Sheikh Zayed,1017.0,No,Clay,No,Medium,2800017
Land_628,Sheikh Zayed,1018.0,No,Clay,No,Medium,2800018
Land_629,Sheikh Zayed,1019.0,No,Clay,No,Medium,2800019
Land_630,Sheikh Zayed,1020.0,No,Clay,No,Medium,2800020
Land_631,Sheikh Zayed,2000.0,Yes,Gravel,No,Low,40000000
Land_632,Sheikh Zayed,2001.0,Yes,Gravel,No,Low,40000001
Land_633,Sheikh Zayed,2002.0,Yes,Gravel,No,Low,40000002
Land_634,Sheikh Zayed,2003.0,Yes,Gravel,No,Low,40000003
Land_635,Sheikh Zayed,2004.0,Yes,Gravel,No,Low,40000004
Land_636,Sheikh Zayed,2005.0,Yes,Gravel,No,Low,40000005
Land_637,Sheikh Zayed,2006.0,Yes,Gravel,No,Low,40000006
Land_638,Sheikh Zayed,2007.0,Yes,Gravel,No,Low,40000007
Land_639,Sheikh Zayed,2008.0,Yes,Gravel,No,Low,40000008
Land_640,Sheikh Zayed,2009.0,Yes,Gravel,No,Low,40000009
Land_641,Sheikh Zayed,2010.0,Yes,Gravel,No,Low,40000010
Land_642,Sheikh Zayed,2011.0,Yes,Gravel,No,Low,40000011
Land_643,Sheikh Zayed,2012.0,Yes,Gravel,No,Low,40000012
Land_644,Sheikh Zayed,2013.0,Yes,Gravel,No,Low,40000013
Land_645,Sheikh Zayed,2014.0,Yes,Gravel,No,Low,40000014
Land_646,Sheikh Zayed,2015.0,Yes,Gravel,No,Low,40000015
Land_647,Sheikh Zayed,2016.0,Yes,Gravel,No,Low,40000016
Land_648,Sheikh Zayed,2017.0,Yes,Gravel,No,Low,40000017
Land_649,Sheikh Zayed,2018.0,Yes,Gravel,No,Low,40000018
Land_650,Sheikh Zayed,2019.0,Yes,Gravel,No,Low,40000019
Land_651,Sheikh Zayed,2020.0,Yes,Gravel,No,Low,40000020
Land_652,Sheikh Zayed,8400.0,No,Clay,No,Low,25000000
Land_653,Sheikh Zayed,8401.0,No,Clay,No,Low,25000001
Land_654,Sheikh Zayed,8402.0,No,Clay,No,Low,25000002
Land_655,Sheikh Zayed,8403.0,No,Clay,No,Low,25000003
Land_656,Sheikh Zayed,8404.0,No,Clay,No,Low,25000004
Land_657,Sheikh Zayed,8405.0,No,Clay,No,Low,25000005
Land_658,Sheikh Zayed,8406.0,No,Clay,No,Low,25000006
Land_659,Sheikh Zayed,8407.0,No,Clay,No,Low,25000007
Land_660,Sheikh Zayed,8408.0,No,Clay,No,Low,25000008
Land_661,Sheikh Zayed,8409.0,No,Clay,No,Low,25000009
Land_662,Sheikh Zayed,8410.0,No,Clay,No,Low,25000010
Land_663,Sheikh Zayed,8411.0,No,Clay,No,Low,25000011
Land_664,Sheikh Zayed,8412.0,No,Clay,No,Low,25000012
Land_665,Sheikh Zayed,8413.0,No,Clay,No,Low,25000013
Land_666,Sheikh Zayed,8414.0,No,Clay,No,Low,25000014
Land_667,Sheikh Zayed,8415.0,No,Clay,No,Low,25000015
Land_668,Sheikh Zayed,8416.0,No,Clay,No,Low,25000016
Land_669,Sheikh Zayed,8417.0,No,Clay,No,Low,25000017
Land_670,Sheikh Zayed,8418.0,No,Clay,No,Low,25000018
Land_671,Sheikh Zayed,8419.0,No,Clay,No,Low,25000019
Land_672,Sheikh Zayed,8420.0,No,Clay,No,Low,25000020
Land_673,Sheikh Zayed,1500.0,No,Clay,No,High,12000000
Land_674,Sheikh Zayed,1501.0,No,Clay,No,High,12000001
Land_675,Sheikh Zayed,1502.0,No,Clay,No,High,12000002
Land_676,Sheikh Zayed,1503.0,No,Clay,No,High,12000003
Land_677,Sheikh Zayed,1504.0,No,Clay,No,High,12000004
Land_678,Sheikh Zayed,1505.0,No,Clay,No,High,12000005
Land_679,Sheikh Zayed,1506.0,No,Clay,No,High,12000006
Land_680,Sheikh Zayed,1507.0,No,Clay,No,High,12000007
Land_681,Sheikh Zayed,1508.0,No,Clay,No,High,12000008
Land_682,Sheikh Zayed,1509.0,No,Clay,No,High,12000009
Land_683,Sheikh Zayed,1510.0,No,Clay,No,High,12000010
Land_684,Sheikh Zayed,1511.0,No,Clay,No,High,12000011
Land_685,Sheikh Zayed,1512.0,No,Clay,No,High,12000012
Land_686,Sheikh Zayed,1513.0,No,Clay,No,High,12000013
Land_687,Sheikh Zayed,1514.0,No,Clay,No,High,12000014
Land_688,Sheikh Zayed,1515.0,No,Clay,No,High,12000015
Land_689,Sheikh Zayed,1516.0,No,Clay,No,High,12000016
Land_690,Sheikh Zayed,1517.0,No,Clay,No,High,12000017
Land_691,Sheikh Zayed,1518.0,No,Clay,No,High,12000018
Land_692,Sheikh Zayed,1519.0,No,Clay,No,High,12000019
Land_693,Sheikh Zayed,1520.0,No,Clay,No,High,12000020
Land_694,Sheikh Zayed,27300.0,No,Clay,Yes,High,54000000
Land_695,Sheikh Zayed,27301.0,No,Clay,Yes,High,54000001
Land_696,Sheikh Zayed,27302.0,No,Clay,Yes,High,54000002
Land_697,Sheikh Zayed,27303.0,No,Clay,Yes,High,54000003
Land_698,Sheikh Zayed,27304.0,No,Clay,Yes,High,54000004
Land_699,Sheikh Zayed,27305.0,No,Clay,Yes,High,54000005
Land_700,Sheikh Zayed,27306.0,No,Clay,Yes,High,54000006
Land_701,Sheikh Zayed,27307.0,No,Clay,Yes,High,54000007
Land_702,Sheikh Zayed,27308.0,No,Clay,Yes,High,54000008
Land_703,Sheikh Zayed,27309.0,No,Clay,Yes,High,54000009
Land_704,Sheikh Zayed,27310.0,No,Clay,Yes,High,54000010
Land_705,Sheikh Zayed,27311.0,No,Clay,Yes,High,54000011
Land_706,Sheikh Zayed,27312.0,No,Clay,Yes,High,54000012
Land_707,Sheikh Zayed,27313.0,No,Clay,Yes,High,54000013
Land_708,Sheikh Zayed,27314.0,No,Clay,Yes,High,54000014
Land_709,Sheikh Zayed,27315.0,No,Clay,Yes,High,54000015
Land_710,Sheikh Zayed,27316.0,No,Clay,Yes,High,54000016
Land_711,Sheikh Zayed,27317.0,No,Clay,Yes,High,54000017
Land_712,Sheikh Zayed,27318.0,No,Clay,Yes,High,54000018
Land_713,Sheikh Zayed,27319.0,No,Clay,Yes,High,54000019
Land_714,Sheikh Zayed,27320.0,No,Clay,Yes,High,54000020
Land_715,Sheikh Zayed,16667.0,Yes,Loam,Yes,Low,90000000
Land_716,Sheikh Zayed,16668.0,Yes,Loam,Yes,Low,90000001
Land_717,Sheikh Zayed,16669.0,Yes,Loam,Yes,Low,90000002
Land_718,Sheikh Zayed,16670.0,Yes,Loam,Yes,Low,90000003
Land_719,Sheikh Zayed,16671.0,Yes,Loam,Yes,Low,90000004
Land_720,Sheikh Zayed,16672.0,Yes,Loam,Yes,Low,90000005
Land_721,Sheikh Zayed,16673.0,Yes,Loam,Yes,Low,90000006
Land_722,Sheikh Zayed,16674.0,Yes,Loam,Yes,Low,90000007
Land_723,Sheikh Zayed,16675.0,Yes,Loam,Yes,Low,90000008
Land_724,Sheikh Zayed,16676.0,Yes,Loam,Yes,Low,90000009
Land_725,Sheikh Zayed,16677.0,Yes,Loam,Yes,Low,90000010
Land_726,Sheikh Zayed,16678.0,Yes,Loam,Yes,Low,90000011
Land_727,Sheikh Zayed,16679.0,Yes,Loam,Yes,Low,90000012
Land_728,Sheikh Zayed,16680.0,Yes,Loam,Yes,Low,90000013
Land_729,Sheikh Zayed,16681.0,Yes,Loam,Yes,Low,90000014
Land_730,Sheikh Zayed,16682.0,Yes,Loam,Yes,Low,90000015
Land_731,Sheikh Zayed,16683.0,Yes,Loam,Yes,Low,90000016
Land_732,Sheikh Zayed,16684.0,Yes,Loam,Yes,Low,90000017
Land_733,Sheikh Zayed,16685.0,Yes,Loam,Yes,Low,90000018
Land_734,Sheikh Zayed,16686.0,Yes,Loam,Yes,Low,90000019
Land_735,Sheikh Zayed,16687.0,Yes,Loam,Yes,Low,90000020
Land_736,Sheikh Zayed,11770.0,Yes,Loam,Yes,High,117000000
Land_737,Sheikh Zayed,11771.0,Yes,Loam,Yes,High,117000001
Land_738,Sheikh Zayed,11772.0,Yes,Loam,Yes,High,117000002
Land_739,Sheikh Zayed,11773.0,Yes,Loam,Yes,High,117000003
Land_740,Sheikh Zayed,11774.0,Yes,Loam,Yes,High,117000004
Land_741,Sheikh Zayed,11775.0,Yes,Loam,Yes,High,117000005
Land_742,Sheikh Zayed,11776.0,Yes,Loam,Yes,High,117000006
Land_743,Sheikh Zayed,11777.0,Yes,Loam,Yes,High,117000007
Land_744,Sheikh Zayed,11778.0,Yes,Loam,Yes,High,117000008
Land_745,Sheikh Zayed,11779.0,Yes,Loam,Yes,High,117000009
Land_746,Sheikh Zayed,11780.0,Yes,Loam,Yes,High,117000010
Land_747,Sheikh Zayed,11781.0,Yes,Loam,Yes,High,117000011
Land_748,Sheikh Zayed,11782.0,Yes,Loam,Yes,High,117000012
Land_749,Sheikh Zayed,11783.0,Yes,Loam,Yes,High,117000013
Land_750,Sheikh Zayed,11784.0,Yes,Loam,Yes,High,117000014
Land_751,Sheikh Zayed,11785.0,Yes,Loam,Yes,High,117000015
Land_752,Sheikh Zayed,11786.0,Yes,Loam,Yes,High,117000016
Land_753,Sheikh Zayed,11787.0,Yes,Loam,Yes,High,117000017
Land_754,Sheikh Zayed,11788.0,Yes,Loam,Yes,High,117000018
Land_755,Sheikh Zayed,11789.0,Yes,Loam,Yes,High,117000019
Land_756,Sheikh Zayed,11790.0,Yes,Loam,Yes,High,117000020
Land_757,Sheikh Zayed,84017.0,No,Clay,Yes,High,120000000
Land_758,Sheikh Zayed,84018.0,No,Clay,Yes,High,120000001
Land_759,Sheikh Zayed,84019.0,No,Clay,Yes,High,120000002
Land_760,Sheikh Zayed,84020.0,No,Clay,Yes,High,120000003
Land_761,Sheikh Zayed,84021.0,No,Clay,Yes,High,120000004
Land_762,Sheikh Zayed,84022.0,No,Clay,Yes,High,120000005
Land_763,Sheikh Zayed,84023.0,No,Clay,Yes,High,120000006
Land_764,Sheikh Zayed,84024.0,No,Clay,Yes,High,120000007
Land_765,Sheikh Zayed,84025.0,No,Clay,Yes,High,120000008
Land_766,Sheikh Zayed,84026.0,No,Clay,Yes,High,120000009
Land_767,Sheikh Zayed,84027.0,No,Clay,Yes,High,120000010
Land_768,Sheikh Zayed,84028.0,No,Clay,Yes,High,120000011
Land_769,Sheikh Zayed,84029.0,No,Clay,Yes,High,120000012
Land_770,Sheikh Zayed,84030.0,No,Clay,Yes,High,120000013
Land_771,Sheikh Zayed,84031.0,No,Clay,Yes,High,120000014
Land_772,Sheikh Zayed,84032.0,No,Clay,Yes,High,120000015
Land_773,Sheikh Zayed,84033.0,No,Clay,Yes,High,120000016
Land_774,Sheikh Zayed,84034.0,No,Clay,Yes,High,120000017
Land_775,Sheikh Zayed,84035.0,No,Clay,Yes,High,120000018
Land_776,Sheikh Zayed,84036.0,No,Clay,Yes,High,120000019
Land_777,Sheikh Zayed,84037.0,No,Clay,Yes,High,120000020
Land_778,Sheikh Zayed,16800.0,Yes,Gravel,No,High,135000000
Land_779,Sheikh Zayed,16801.0,Yes,Gravel,No,High,135000001
Land_780,Sheikh Zayed,16802.0,Yes,Gravel,No,High,135000002
Land_781,Sheikh Zayed,16803.0,Yes,Gravel,No,High,135000003
Land_782,Sheikh Zayed,16804.0,Yes,Gravel,No,High,135000004
Land_783,Sheikh Zayed,16805.0,Yes,Gravel,No,High,135000005
Land_784,Sheikh Zayed,16806.0,Yes,Gravel,No,High,135000006
Land_785,Sheikh Zayed,16807.0,Yes,Gravel,No,High,135000007
Land_786,Sheikh Zayed,16808.0,Yes,Gravel,No,High,135000008
Land_787,Sheikh Zayed,16809.0,Yes,Gravel,No,High,135000009
Land_788,Sheikh Zayed,16810.0,Yes,Gravel,No,High,135000010
Land_789,Sheikh Zayed,16811.0,Yes,Gravel,No,High,135000011
Land_790,Sheikh Zayed,16812.0,Yes,Gravel,No,High,135000012
Land_791,Sheikh Zayed,16813.0,Yes,Gravel,No,High,135000013
Land_792,Sheikh Zayed,16814.0,Yes,Gravel,No,High,135000014
Land_793,Sheikh Zayed,16815.0,Yes,Gravel,No,High,135000015
Land_794,Sheikh Zayed,16816.0,Yes,Gravel,No,High,135000016
Land_795,Sheikh Zayed,16817.0,Yes,Gravel,No,High,135000017
Land_796,Sheikh Zayed,16818.0,Yes,Gravel,No,High,135000018
Land_797,Sheikh Zayed,16819.0,Yes,Gravel,No,High,135000019
Land_798,Sheikh Zayed,16820.0,Yes,Gravel,No,High,135000020
Land_799,Sheikh Zayed,21000.0,Yes,Loam,No,Medium,140000000
Land_800,Sheikh Zayed,21001.0,Yes,Loam,No,Medium,140000001
Land_801,Sheikh Zayed,21002.0,Yes,Loam,No,Medium,140000002
Land_802,Sheikh Zayed,21003.0,Yes,Loam,No,Medium,140000003
Land_803,Sheikh Zayed,21004.0,Yes,Loam,No,Medium,140000004
